race,sentence,sentence_severity,sentence_severity_3,worst_crime_display,sex,wc_bucket,diff_conv_ex
Black,15 to Life,No,Some prison sentence,Murder,Male,b1,28
White,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,16
White,12 years,No,Some prison sentence,Robbery,Male,b2,11
Black,20 to Life,No,Some prison sentence,Murder,Male,b1,43
Black,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,20 to life,No,Some prison sentence,Murder,Male,b1,49
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,17
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,18
Black,Death,Yes,Life in prison/death,Murder,Female,b1,5
White,10 years,No,Some prison sentence,Child Abuse,Male,b2,1
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,18
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,12
Hispanic,4 years,No,Some prison sentence,Sexual Assault,Male,b1,11
Hispanic,12 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,6
White,99 years,No,Some prison sentence,Murder,Female,b1,24
White,Life without parole,Yes,Life in prison/death,Other Nonviolent Felony,Male,b8,4
Black,40 years,No,Some prison sentence,Child Sex Abuse,Male,b2,12
Hispanic,25 years,No,Some prison sentence,Murder,Male,b1,21
Black,Life,Yes,Life in prison/death,Murder,Male,b1,22
Hispanic,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
Black,27 to Life,No,Some prison sentence,Murder,Male,b1,20
Black,17 to 32 years,No,Some prison sentence,Child Sex Abuse,Male,b2,15
White,25 to 50 years,No,Some prison sentence,Sexual Assault,Male,b1,5
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,24
Black,Not sentenced,No,Probation/not sentenced/unknown,Robbery,Male,b2,1
White,12 to 16 years,No,Some prison sentence,Sexual Assault,Male,b1,12
White,9 to 40 years,No,Some prison sentence,Arson,Male,b2,5
White,Life,Yes,Life in prison/death,Murder,Male,b1,11
Black,Not sentenced,No,Probation/not sentenced/unknown,Weapon Possession or Sale,Male,NA,1
Black,Life,Yes,Life in prison/death,Murder,Male,b1,7
Black,Probation,No,Probation/not sentenced/unknown,Theft,Female,b4,2
Black,4 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
Black,55 years,No,Some prison sentence,Murder,Male,b1,18
White,28 years,No,Some prison sentence,Manslaughter,Male,b1,11
Hispanic,2 years and 8 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,2
White,55 years,No,Some prison sentence,Murder,Female,b1,7
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,9
White,8 years,No,Some prison sentence,Manslaughter,Male,b1,3
Black,1 year,No,Some prison sentence,Assault,Male,b2,5
Black,20 years,No,Some prison sentence,Sexual Assault,Male,b1,4
White,Life,Yes,Life in prison/death,Accessory to Murder,Male,b1,8
Hispanic,7 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
Hispanic,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Hispanic,15 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,6
White,10 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,15 years to Life,No,Some prison sentence,Murder,Male,b1,5
White,11 to 35 years,No,Some prison sentence,Sexual Assault,Male,b1,20
Hispanic,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,Life,Yes,Life in prison/death,Murder,Male,b1,26
Hispanic,8 to 25 years,No,Some prison sentence,Robbery,Male,b2,11
Hispanic,15 to 30 years,No,Some prison sentence,Robbery,Male,b2,8
White,Not sentenced,No,Probation/not sentenced/unknown,Tax Evasion/Fraud,Male,b5,0
White,4 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
White,26 years,No,Some prison sentence,Sexual Assault,Male,b1,25
White,5 years,No,Some prison sentence,Manslaughter,Male,b1,4
Black,14 to 40 years,No,Some prison sentence,Robbery,Male,b2,28
Hispanic,12 years,No,Some prison sentence,Robbery,Male,b2,2
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
White,5 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,0
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,13
White,7 years and 3 months,No,Some prison sentence,Fraud,Male,b6,2
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,22
Black,Life,Yes,Life in prison/death,Murder,Male,b1,21
Black,20 years,No,Some prison sentence,Manslaughter,Female,b1,11
White,Life,Yes,Life in prison/death,Murder,Male,b1,10
Hispanic,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Hispanic,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,19
White,Not sentenced,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,2
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,35
Black,Life,Yes,Life in prison/death,Murder,Male,b1,31
Black,6 to 20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,23
Black,Life,Yes,Life in prison/death,Murder,Male,b1,8
Black,4 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,1 year and 2 months,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,Not sentenced,No,Probation/not sentenced/unknown,Assault,Male,b2,0
Black,9 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
White,14 years,No,Some prison sentence,Assault,Male,b2,4
White,Life,Yes,Life in prison/death,Murder,Male,b1,11
Black,25 to 50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
White,26 years,No,Some prison sentence,Murder,Male,b1,3
White,Life,Yes,Life in prison/death,Murder,Female,b1,6
White,50 years,No,Some prison sentence,Murder,Male,b1,10
Black,10 to 20 years,No,Some prison sentence,Robbery,Male,b2,2
Black,5 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,2
Hispanic,Probation,No,Probation/not sentenced/unknown,Arson,Male,b2,8
Hispanic,48 years,No,Some prison sentence,Murder,Male,b1,10
Hispanic,25 years,No,Some prison sentence,Attempted Murder,Male,b1,20
Hispanic,3 years and 8 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,5
Black,90 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Hispanic,50 years,No,Some prison sentence,Robbery,Male,b2,9
Hispanic,20 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Hispanic,35 years,No,Some prison sentence,Assault,Male,b2,6
Black,35 years,No,Some prison sentence,Murder,Male,b1,8
White,1 year and 9 months,No,Some prison sentence,Fraud,Male,b6,10
White,2 to 15 years,No,Some prison sentence,Child Abuse,Male,b2,16
Hispanic,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,4
White,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,6 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,1 to 5 years,No,Some prison sentence,Child Sex Abuse,Male,b2,6
Black,16 to 37 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Weapon Possession or Sale,Male,NA,0
Black,12 to 24 years,No,Some prison sentence,Sexual Assault,Male,b1,8
Black,5 to 7 years,No,Some prison sentence,Manslaughter,Male,b1,5
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,41
Black,Life,Yes,Life in prison/death,Murder,Male,b1,17
Black,14 1/4 to 30 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,8
Black,30 years,No,Some prison sentence,Manslaughter,Male,b1,14
White,Life,Yes,Life in prison/death,Murder,Male,b1,32
Hispanic,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,11
White,1 year,No,Some prison sentence,Child Sex Abuse,Male,b2,1
Black,Death,Yes,Life in prison/death,Murder,Male,b1,14
White,Life,Yes,Life in prison/death,Murder,Male,b1,9
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,14
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,17
Black,10 to 30 years,No,Some prison sentence,Manslaughter,Male,b1,5
Black,80 years,No,Some prison sentence,Sexual Assault,Male,b1,17
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,6
Black,30 years,No,Some prison sentence,Sexual Assault,Male,b1,9
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,27
Black,35 years,No,Some prison sentence,Murder,Male,b1,5
White,45 days,No,Some prison sentence,Drug Possession or Sale,Female,b5,0
Hispanic,6 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,4
White,45 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,34 years,No,Some prison sentence,Assault,Male,b2,40
Asian,14 years,No,Some prison sentence,Child Sex Abuse,Male,b2,3
White,16 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
White,3 years,No,Some prison sentence,Sex Offender Registration,Male,b5,5
Black,Life,Yes,Life in prison/death,Murder,Male,b1,35
Asian,29 years and 8 months,No,Some prison sentence,"Attempt, Violent",Male,b3,7
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,7
White,2 years and 6 months,No,Some prison sentence,Assault,Male,b2,4
White,50 years,No,Some prison sentence,Robbery,Male,b2,14
White,Probation,No,Probation/not sentenced/unknown,Bribery,Male,b6,1
Asian,Life without parole,Yes,Life in prison/death,Murder,Female,b1,9
White,6 to 12 years,No,Some prison sentence,Sexual Assault,Male,b1,4
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,13
White,21 to 28 weeks,No,Some prison sentence,Child Sex Abuse,Female,b2,5
White,Life,Yes,Life in prison/death,Murder,Male,b1,4
Black,9 to life,No,Some prison sentence,Murder,Male,b1,4
White,3 years and 7 months,No,Some prison sentence,Sex Offender Registration,Male,b5,1
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,35
Black,31 to life,No,Some prison sentence,Murder,Male,b1,31
Hispanic,25 to Life,No,Some prison sentence,Murder,Male,b1,10
White,Life,Yes,Life in prison/death,Murder,Male,b1,2
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,8
White,Life,Yes,Life in prison/death,Murder,Male,b1,24
Black,Community service,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,5
White,25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,6
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
White,Life,Yes,Life in prison/death,Murder,Male,b1,23
Black,49 years and six months,No,Some prison sentence,Robbery,Male,b2,16
White,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,1
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,23
White,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,18
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,36
Black,25 to 50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,11
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,16
White,20 to 30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,16
Black,Not sentenced,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
Black,Death,Yes,Life in prison/death,Murder,Male,b1,13
Black,45 years,No,Some prison sentence,Murder,Male,b1,21
Black,7 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
White,Life,Yes,Life in prison/death,Murder,Male,b1,18
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,9
Black,1 year and 5 months,No,Some prison sentence,Sexual Assault,Male,b1,7
Black,90 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,8
White,15 years,No,Some prison sentence,Manslaughter,Male,b1,4
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,25 years,No,Some prison sentence,Sexual Assault,Male,b1,23
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,60 years,No,Some prison sentence,Sexual Assault,Male,b1,19
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,8 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,7
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Female,b5,14
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,20
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,37
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Female,b2,18
Black,34 to Life,No,Some prison sentence,Murder,Male,b1,15
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,0
Black,Not sentenced,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,0
Black,Not sentenced,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,0
Hispanic,50 to life,No,Some prison sentence,Murder,Male,b1,18
Hispanic,50 years,No,Some prison sentence,Murder,Male,b1,29
White,50 years,No,Some prison sentence,Murder,Male,b1,7
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
White,10 to 25 years,No,Some prison sentence,Possession of Stolen Property,Male,b4,11
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,38
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
White,13 years,No,Some prison sentence,Manslaughter,Female,b1,4
White,2 years and 10 months,No,Some prison sentence,Perjury,Male,b6,7
Black,3 months and 25 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,2 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,Life,Yes,Life in prison/death,Murder,Male,b1,10
Black,12 1/2 to 25 years,No,Some prison sentence,Kidnapping,Male,b3,22
Black,3 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
Black,1 year and 11 months,No,Some prison sentence,Robbery,Male,b2,3
Hispanic,Life,Yes,Life in prison/death,Attempted Murder,Male,b1,20
Black,20 years,No,Some prison sentence,Sexual Assault,Male,b1,29
White,50 to life,No,Some prison sentence,Murder,Male,b1,11
White,50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
Black,25 to life,No,Some prison sentence,Murder,Male,b1,27
Black,40 years,No,Some prison sentence,Robbery,Male,b2,20
Black,3 days,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
Black,6 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,5 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,1
White,24 days,No,Some prison sentence,Fraud,Female,b6,6
White,5 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Native American,6 years,No,Some prison sentence,Traffic Offense,Male,b7,4
Black,22 to 32 years,No,Some prison sentence,Attempted Murder,Male,b1,5
Black,Life,Yes,Life in prison/death,Murder,Male,b1,10
Black,20 years,No,Some prison sentence,Other Violent Felony,Male,b3,7
Hispanic,7 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,5
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,4
White,12 to 20 years,No,Some prison sentence,Assault,Male,b2,15
Black,25 to life,No,Some prison sentence,Murder,Male,b1,15
Black,25 to life,No,Some prison sentence,Murder,Male,b1,16
Black,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,19
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,10
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,29
White,15 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,30 years,No,Some prison sentence,Child Abuse,Male,b2,4
Black,16 to 48 years,No,Some prison sentence,Sexual Assault,Male,b1,26
White,15 years,No,Some prison sentence,Robbery,Male,b2,18
Black,30 years,No,Some prison sentence,Robbery,Male,b2,16
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,7
Black,Death,Yes,Life in prison/death,Murder,Male,b1,3
White,15 to 50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,18
Black,30 to 45 years,No,Some prison sentence,Attempted Murder,Male,b1,6
White,Life,Yes,Life in prison/death,Murder,Male,b1,10
White,6 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
White,Unknown,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,6
White,25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
White,10 years,No,Some prison sentence,Child Sex Abuse,Female,b2,15
White,16 years,No,Some prison sentence,Child Sex Abuse,Male,b2,27
Black,2 years and 6 months,No,Some prison sentence,Assault,Male,b2,1
Black,10 years,No,Some prison sentence,Child Sex Abuse,Female,b2,4
Black,5 years and 4 months to 17 years,No,Some prison sentence,Manslaughter,Male,b1,20
Black,2 years and 2 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,5
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,12
White,6 months,No,Some prison sentence,Stalking,Male,b9,1
Black,Death,Yes,Life in prison/death,Murder,Male,b1,4
Black,Life,Yes,Life in prison/death,Murder,Male,b1,28
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,18
Black,Life,Yes,Life in prison/death,Murder,Male,b1,11
Black,20 years,No,Some prison sentence,Sexual Assault,Male,b1,4
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,10
White,44 to 60 years,No,Some prison sentence,Sexual Assault,Male,b1,13
White,7 years,No,Some prison sentence,Sexual Assault,Female,b1,9
Black,20 years,No,Some prison sentence,Murder,Male,b1,8
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,60 years,No,Some prison sentence,Sexual Assault,Male,b1,5
White,3 years,No,Some prison sentence,Child Sex Abuse,Male,b2,12
Black,10 to Life,No,Some prison sentence,Assault,Male,b2,10
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,33
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,24
Native American,Life,Yes,Life in prison/death,Murder,Female,b1,18
Native American,Death,Yes,Life in prison/death,Murder,Male,b1,25
White,10 years,No,Some prison sentence,Obstruction of Justice,Male,b7,7
Hispanic,41 to Life,No,Some prison sentence,Murder,Male,b1,4
